SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME
050,4,9,53,009,Washington,Clallam County
050,4,9,53,011,Washington,Clark County
050,4,9,53,013,Washington,Columbia County
050,4,9,53,015,Washington,Cowlitz County
050,4,9,53,017,Washington,Douglas County
050,4,9,53,019,Washington,Ferry County
050,4,9,53,021,Washington,Franklin County
050,4,9,53,023,Washington,Garfield County
050,4,9,53,025,Washington,Grant County
050,4,9,53,027,Washington,Grays Harbor County
050,4,9,53,029,Washington,Island County
050,4,9,53,031,Washington,Jefferson County
050,4,9,53,033,Washington,King County
050,4,9,53,035,Washington,Kitsap County
050,4,9,53,037,Washington,Kittitas County
050,4,9,53,039,Washington,Klickitat County
050,4,9,53,041,Washington,Lewis County
050,4,9,53,043,Washington,Lincoln County
050,4,9,53,045,Washington,Mason County
050,4,9,53,047,Washington,Okanogan County
050,4,9,53,049,Washington,Pacific County
050,4,9,53,051,Washington,Pend Oreille County
050,4,9,53,053,Washington,Pierce County
050,4,9,53,055,Washington,San Juan County
050,4,9,53,057,Washington,Skagit County
050,4,9,53,059,Washington,Skamania County
050,4,9,53,061,Washington,Snohomish County
050,4,9,53,063,Washington,Spokane County
050,4,9,53,065,Washington,Stevens County
050,4,9,53,067,Washington,Thurston County
050,4,9,53,069,Washington,Wahkiakum County
050,4,9,53,071,Washington,Walla Walla County
050,4,9,53,073,Washington,Whatcom County
050,4,9,53,075,Washington,Whitman County
050,4,9,53,077,Washington,Yakima County
040,3,5,54,000,West Virginia,West Virginia
050,3,5,54,001,West Virginia,Barbour County
050,3,5,54,003,West Virginia,Berkeley County
050,3,5,54,005,West Virginia,Boone County
050,3,5,54,007,West Virginia,Braxton County
050,3,5,54,009,West Virginia,Brooke County
050,3,5,54,011,West Virginia,Cabell County
050,3,5,54,013,West Virginia,Calhoun County
050,3,5,54,015,West Virginia,Clay County
050,3,5,54,017,West Virginia,Doddridge County
050,3,5,54,019,West Virginia,Fayette County
050,3,5,54,021,West Virginia,Gilmer County
050,3,5,54,023,West Virginia,Grant County
050,3,5,54,025,West Virginia,Greenbrier County
050,3,5,54,027,West Virginia,Hampshire County
050,3,5,54,029,West Virginia,Hancock County
050,3,5,54,031,West Virginia,Hardy County
050,3,5,54,033,West Virginia,Harrison County
050,3,5,54,035,West Virginia,Jackson County
050,3,5,54,037,West Virginia,Jefferson County
050,3,5,54,039,West Virginia,Kanawha County
050,3,5,54,041,West Virginia,Lewis County
050,3,5,54,043,West Virginia,Lincoln County
050,3,5,54,045,West Virginia,Logan County
050,3,5,54,047,West Virginia,McDowell County
050,3,5,54,049,West Virginia,Marion County
050,3,5,54,051,West Virginia,Marshall County
050,3,5,54,053,West Virginia,Mason County
050,3,5,54,055,West Virginia,Mercer County
050,3,5,54,057,West Virginia,Mineral County
050,3,5,54,059,West Virginia,Mingo County
050,3,5,54,061,West Virginia,Monongalia County
050,3,5,54,063,West Virginia,Monroe County
050,3,5,54,065,West Virginia,Morgan County
050,3,5,54,067,West Virginia,Nicholas County
050,3,5,54,069,West Virginia,Ohio County
050,3,5,54,071,West Virginia,Pendleton County
050,3,5,54,073,West Virginia,Pleasants County
050,3,5,54,075,West Virginia,Pocahontas County
050,3,5,54,077,West Virginia,Preston County
050,3,5,54,079,West Virginia,Putnam County
050,3,5,54,081,West Virginia,Raleigh County
050,3,5,54,083,West Virginia,Randolph County
050,3,5,54,085,West Virginia,Ritchie County
050,3,5,54,087,West Virginia,Roane County
050,3,5,54,089,West Virginia,Summers County
050,3,5,54,091,West Virginia,Taylor County
050,3,5,54,093,West Virginia,Tucker County
050,3,5,54,095,West Virginia,Tyler County
050,3,5,54,097,West Virginia,Upshur County
050,3,5,54,099,West Virginia,Wayne County
050,3,5,54,101,West Virginia,Webster County
050,3,5,54,103,West Virginia,Wetzel County
050,3,5,54,105,West Virginia,Wirt County
050,3,5,54,107,West Virginia,Wood County
050,3,5,54,109,West Virginia,Wyoming County
040,2,3,55,000,Wisconsin,Wisconsin
050,2,3,55,001,Wisconsin,Adams County
050,2,3,55,003,Wisconsin,Ashland County
050,2,3,55,005,Wisconsin,Barron County
050,2,3,55,007,Wisconsin,Bayfield County
050,2,3,55,009,Wisconsin,Brown County
050,2,3,55,011,Wisconsin,Buffalo County
050,2,3,55,013,Wisconsin,Burnett County
050,2,3,55,015,Wisconsin,Calumet County
050,2,3,55,017,Wisconsin,Chippewa County
050,2,3,55,019,Wisconsin,Clark County
050,2,3,55,021,Wisconsin,Columbia County
050,2,3,55,023,Wisconsin,Crawford County
050,2,3,55,025,Wisconsin,Dane County
050,2,3,55,027,Wisconsin,Dodge County
050,2,3,55,029,Wisconsin,Door County
050,2,3,55,031,Wisconsin,Douglas County
050,2,3,55,033,Wisconsin,Dunn County
050,2,3,55,035,Wisconsin,Eau Claire County
050,2,3,55,037,Wisconsin,Florence County
050,2,3,55,039,Wisconsin,Fond du Lac County
050,2,3,55,041,Wisconsin,Forest County
050,2,3,55,043,Wisconsin,Grant County
050,2,3,55,045,Wisconsin,Green County
050,2,3,55,047,Wisconsin,Green Lake County
050,2,3,55,049,Wisconsin,Iowa County
050,2,3,55,051,Wisconsin,Iron County
050,2,3,55,053,Wisconsin,Jackson County
050,2,3,55,055,Wisconsin,Jefferson County
050,2,3,55,057,Wisconsin,Juneau County
050,2,3,55,059,Wisconsin,Kenosha County
050,2,3,55,061,Wisconsin,Kewaunee County
050,2,3,55,063,Wisconsin,La Crosse County
050,2,3,55,065,Wisconsin,Lafayette County
050,2,3,55,067,Wisconsin,Langlade County
050,2,3,55,069,Wisconsin,Lincoln County
050,2,3,55,071,Wisconsin,Manitowoc County
050,2,3,55,073,Wisconsin,Marathon County
050,2,3,55,075,Wisconsin,Marinette County
050,2,3,55,077,Wisconsin,Marquette County
050,2,3,55,078,Wisconsin,Menominee County
050,2,3,55,079,Wisconsin,Milwaukee County
050,2,3,55,081,Wisconsin,Monroe County
050,2,3,55,083,Wisconsin,Oconto County
050,2,3,55,085,Wisconsin,Oneida County
050,2,3,55,087,Wisconsin,Outagamie County
050,2,3,55,089,Wisconsin,Ozaukee County
050,2,3,55,091,Wisconsin,Pepin County
050,2,3,55,093,Wisconsin,Pierce County
050,2,3,55,095,Wisconsin,Polk County
050,2,3,55,097,Wisconsin,Portage County
050,2,3,55,099,Wisconsin,Price County
050,2,3,55,101,Wisconsin,Racine County
050,2,3,55,103,Wisconsin,Richland County
050,2,3,55,105,Wisconsin,Rock County
050,2,3,55,107,Wisconsin,Rusk County
050,2,3,55,109,Wisconsin,St. Croix County
050,2,3,55,111,Wisconsin,Sauk County
050,2,3,55,113,Wisconsin,Sawyer County
050,2,3,55,115,Wisconsin,Shawano County
050,2,3,55,117,Wisconsin,Sheboygan County
050,2,3,55,119,Wisconsin,Taylor County
050,2,3,55,121,Wisconsin,Trempealeau County
050,2,3,55,123,Wisconsin,Vernon County
050,2,3,55,125,Wisconsin,Vilas County
050,2,3,55,127,Wisconsin,Walworth County
050,2,3,55,129,Wisconsin,Washburn County
050,2,3,55,131,Wisconsin,Washington County
050,2,3,55,133,Wisconsin,Waukesha County
050,2,3,55,135,Wisconsin,Waupaca County
050,2,3,55,137,Wisconsin,Waushara County
050,2,3,55,139,Wisconsin,Winnebago County
050,2,3,55,141,Wisconsin,Wood County
040,4,8,56,000,Wyoming,Wyoming
050,4,8,56,001,Wyoming,Albany County
050,4,8,56,003,Wyoming,Big Horn County
050,4,8,56,005,Wyoming,Campbell County
050,4,8,56,007,Wyoming,Carbon County
050,4,8,56,009,Wyoming,Converse County
050,4,8,56,011,Wyoming,Crook County
050,4,8,56,013,Wyoming,Fremont County
050,4,8,56,015,Wyoming,Goshen County
050,4,8,56,017,Wyoming,Hot Springs County
050,4,8,56,019,Wyoming,Johnson County
050,4,8,56,021,Wyoming,Laramie County
050,4,8,56,023,Wyoming,Lincoln County
050,4,8,56,025,Wyoming,Natrona County
050,4,8,56,027,Wyoming,Niobrara County
050,4,8,56,029,Wyoming,Park County
050,4,8,56,031,Wyoming,Platte County
050,4,8,56,033,Wyoming,Sheridan County
050,4,8,56,035,Wyoming,Sublette County
050,4,8,56,037,Wyoming,Sweetwater County
050,4,8,56,039,Wyoming,Teton County
050,4,8,56,041,Wyoming,Uinta County
050,4,8,56,043,Wyoming,Washakie County
050,4,8,56,045,Wyoming,Weston County
