county_fips,owner_purchase_originations,minority_originations,lowincome_originations,owner_loan_amount_median,income_median,minority_share,year
26135,71,1,38,85000.0,48500.0,0.0140845070422535,2018
26137,303,0,106,122500.0,58000.0,0.0,2018
26139,4346,299,1776,185000.0,69000.0,0.0687988955361251,2018
26141,53,1,22,102500.0,55500.0,0.0188679245283018,2018
26143,304,5,142,95000.0,50500.0,0.0164473684210526,2018
26145,1703,177,625,95000.0,50250.0,0.103934233705226,2018
26147,2152,36,958,155000.0,62000.0,0.0167286245353159,2018
26149,610,27,236,115000.0,53000.0,0.0442622950819672,2018
26151,333,9,138,112500.0,51750.0,0.027027027027027,2018
26153,54,3,21,95000.0,46000.0,0.0555555555555555,2018
26155,861,15,378,125000.0,56000.0,0.0174216027874564,2018
26157,417,8,186,105000.0,50500.0,0.0191846522781774,2018
26159,819,38,344,135000.0,60000.0,0.0463980463980464,2018
26161,4173,432,1347,245000.0,98000.0,0.1035226455787203,2018
26163,15520,3054,6200,125000.0,55000.0,0.1967783505154639,2018
26165,408,5,160,112500.0,54000.0,0.0122549019607843,2018
27001,130,0,61,142500.0,57000.0,0.0,2018
27003,5632,717,2572,225000.0,71000.0,0.1273082386363636,2018
27005,372,7,108,182500.0,71000.0,0.0188172043010752,2018
27007,293,18,107,147500.0,61500.0,0.0614334470989761,2018
27009,567,17,222,165000.0,65000.0,0.0299823633156966,2018
27011,35,1,14,95000.0,57000.0,0.0285714285714285,2018
27013,794,32,336,162500.0,63500.0,0.0403022670025188,2018
27015,333,12,181,110000.0,50000.0,0.036036036036036,2018
27017,435,5,169,145000.0,64500.0,0.0114942528735632,2018
27019,1906,79,501,295000.0,101000.0,0.0414480587618048,2018
27021,249,8,104,152500.0,66250.0,0.0321285140562249,2018
27023,117,9,65,107500.0,53750.0,0.0769230769230769,2018
27025,968,29,426,220000.0,74250.0,0.0299586776859504,2018
27027,920,28,435,175000.0,67500.0,0.0304347826086956,2018
27029,38,1,16,135000.0,60000.0,0.0263157894736842,2018
27031,27,0,5,225000.0,77000.0,0.0,2018
27033,98,4,46,100000.0,52500.0,0.0408163265306122,2018
27035,863,19,359,175000.0,62000.0,0.0220162224797219,2018
27037,7141,846,2736,235000.0,77000.0,0.1184708024086262,2018
27039,334,9,191,165000.0,58000.0,0.0269461077844311,2018
27041,437,6,158,185000.0,67500.0,0.0137299771167048,2018
27043,122,1,81,92500.0,47500.0,0.0081967213114754,2018
27045,255,1,127,137500.0,55250.0,0.0039215686274509,2018
27047,277,28,158,105000.0,48250.0,0.1010830324909747,2018
27049,677,21,286,175000.0,68250.0,0.0310192023633678,2018
27051,60,1,26,100000.0,60000.0,0.0166666666666666,2018
27053,17251,2097,5795,245000.0,86000.0,0.1215581705408382,2018
27055,236,4,111,145000.0,56000.0,0.0169491525423728,2018
27057,189,4,81,160000.0,59000.0,0.0211640211640211,2018
27059,797,27,458,215000.0,70500.0,0.0338770388958594,2018
27061,420,7,182,145000.0,59000.0,0.0166666666666666,2018
27063,69,3,37,97500.0,52250.0,0.0434782608695652,2018
27065,204,7,86,157500.0,61750.0,0.034313725490196,2018
27067,499,40,185,150000.0,65000.0,0.0801603206412825,2018
27069,21,0,12,60000.0,56000.0,0.0,2018
27071,89,1,47,105000.0,54000.0,0.0112359550561797,2018
27073,42,0,17,105000.0,70000.0,0.0,2018
27075,85,2,37,145000.0,56000.0,0.0235294117647058,2018
27077,35,0,11,150000.0,72750.0,0.0,2018
27079,426,12,172,180000.0,67000.0,0.028169014084507,2018
27081,55,2,29,97500.0,61000.0,0.0363636363636363,2018
27083,236,9,109,135000.0,62000.0,0.0381355932203389,2018
27085,499,23,246,155000.0,58500.0,0.0460921843687374,2018
27087,22,4,11,122500.0,71250.0,0.1818181818181818,2018
27089,69,1,44,105000.0,48000.0,0.0144927536231884,2018
27091,174,4,77,112500.0,58500.0,0.0229885057471264,2018
27093,255,7,128,145000.0,51750.0,0.0274509803921568,2018
27095,391,8,162,160000.0,68000.0,0.0204603580562659,2018
27097,372,4,161,145000.0,58500.0,0.010752688172043,2018
27099,420,72,245,125000.0,47500.0,0.1714285714285714,2018
27101,52,3,28,90000.0,49500.0,0.0576923076923076,2018
27103,417,8,163,185000.0,70500.0,0.0191846522781774,2018
27105,89,26,50,127500.0,43250.0,0.2921348314606741,2018
27107,43,4,24,65000.0,58500.0,0.0930232558139534,2018
27109,2592,243,1186,200000.0,71500.0,0.09375,2018
27111,559,15,232,165000.0,65000.0,0.0268336314847942,2018
27113,134,6,65,125000.0,57000.0,0.044776119402985,2018
27115,377,15,173,137500.0,61500.0,0.039787798408488,2018
27117,57,4,33,95000.0,50000.0,0.0701754385964912,2018
27119,323,8,169,147500.0,58500.0,0.0247678018575851,2018
27121,108,2,53,155000.0,64000.0,0.0185185185185185,2018
27123,6246,969,3035,205000.0,73000.0,0.1551392891450528,2018
27125,26,1,11,127500.0,56500.0,0.0384615384615384,2018
27127,154,7,75,95000.0,57000.0,0.0454545454545454,2018
27129,125,7,67,90000.0,54500.0,0.056,2018
27131,770,37,313,210000.0,80000.0,0.048051948051948,2018
27133,84,2,40,125000.0,56500.0,0.0238095238095238,2018
27135,103,1,40,125000.0,66000.0,0.0097087378640776,2018
27137,2054,43,855,135000.0,59500.0,0.0209347614410905,2018
27139,2514,249,827,265000.0,87500.0,0.0990453460620525,2018
27141,1703,84,801,225000.0,73000.0,0.0493247210804462,2018
27143,153,6,74,150000.0,53000.0,0.0392156862745098,2018
27145,2047,96,866,175000.0,63750.0,0.0468978993649242,2018
27147,497,27,245,165000.0,63000.0,0.0543259557344064,2018
27149,86,6,54,115000.0,57000.0,0.0697674418604651,2018
27151,74,3,38,110000.0,56500.0,0.0405405405405405,2018
27153,201,21,100,125000.0,58000.0,0.1044776119402985,2018
27155,15,0,9,70000.0,48750.0,0.0,2018
27157,283,5,111,160000.0,68000.0,0.0176678445229682,2018
27159,101,0,58,115000.0,50000.0,0.0,2018
27161,215,7,123,135000.0,50000.0,0.0325581395348837,2018
27163,4494,416,1417,255000.0,90000.0,0.0925678682688028,2018
27165,101,17,54,95000.0,55000.0,0.1683168316831683,2018
27167,64,0,34,130000.0,52250.0,0.0,2018
27169,483,18,221,150000.0,57000.0,0.0372670807453416,2018
27171,2503,139,1084,220000.0,71000.0,0.0555333599680383,2018
27173,62,7,37,70000.0,45250.0,0.1129032258064516,2018
28001,126,55,35,115000.0,53000.0,0.4365079365079365,2018
28003,224,15,59,120000.0,56000.0,0.0669642857142857,2018
28005,67,16,16,75000.0,55000.0,0.2388059701492537,2018
28007,79,20,25,70000.0,51750.0,0.2531645569620253,2018
28009,55,16,18,60000.0,43000.0,0.2909090909090909,2018
28011,114,34,19,95000.0,55000.0,0.2982456140350877,2018
28013,65,10,16,70000.0,44000.0,0.1538461538461538,2018
28015,34,5,7,105000.0,67500.0,0.1470588235294117,2018
28017,70,34,30,65000.0,40000.0,0.4857142857142857,2018
28019,56,5,15,85000.0,53000.0,0.0892857142857142,2018
28021,20,17,1,65000.0,55000.0,0.85,2018
28023,77,13,14,95000.0,59500.0,0.1688311688311688,2018
28025,125,45,38,90000.0,49000.0,0.36,2018
28027,44,24,11,95000.0,47750.0,0.5454545454545454,2018
28029,140,47,69,85000.0,57500.0,0.3357142857142857,2018
28031,106,25,32,80000.0,48000.0,0.2358490566037736,2018
28033,3309,1101,890,165000.0,61000.0,0.3327289211242067,2018
28035,635,103,217,125000.0,56250.0,0.1622047244094488,2018
28037,33,11,14,72500.0,41750.0,0.3333333333333333,2018
28039,227,9,64,115000.0,57000.0,0.039647577092511,2018
28041,72,5,16,75000.0,64250.0,0.0694444444444444,2018
28043,150,35,41,105000.0,52000.0,0.2333333333333333,2018
28045,526,24,94,145000.0,65000.0,0.0456273764258555,2018
28047,2250,360,413,135000.0,63000.0,0.16,2018
28049,1504,742,650,110000.0,46000.0,0.4933510638297872,2018
28051,39,27,8,75000.0,54500.0,0.6923076923076923,2018
28053,26,16,8,70000.0,49000.0,0.6153846153846154,2018
28057,175,10,62,100000.0,52500.0,0.0571428571428571,2018
28059,1712,307,513,130000.0,55000.0,0.179322429906542,2018
28061,72,27,24,75000.0,50250.0,0.375,2018
28063,15,13,3,57500.0,62000.0,0.8666666666666667,2018
28065,45,23,10,75000.0,51000.0,0.5111111111111111,2018
28067,401,62,82,115000.0,58000.0,0.1546134663341646,2018
28069,24,15,8,67500.0,48000.0,0.625,2018
28071,565,65,117,187500.0,80250.0,0.1150442477876106,2018
28073,842,142,207,157500.0,58500.0,0.168646080760095,2018
28075,467,128,77,117500.0,54000.0,0.2740899357601713,2018
28077,48,13,14,85000.0,57000.0,0.2708333333333333,2018
28079,105,31,27,90000.0,54500.0,0.2952380952380952,2018
28081,1035,181,302,132500.0,54250.0,0.1748792270531401,2018
28083,83,32,20,105000.0,57000.0,0.3855421686746988,2018
28085,217,40,51,90000.0,57500.0,0.184331797235023,2018
28087,593,140,148,145000.0,61000.0,0.236087689713322,2018
28089,1769,398,318,190000.0,76750.0,0.2249858677218767,2018
28091,155,21,45,72500.0,52250.0,0.1354838709677419,2018
28093,263,73,46,100000.0,51250.0,0.2775665399239543,2018
28095,247,49,69,85000.0,53500.0,0.1983805668016194,2018
28097,28,8,13,70000.0,37000.0,0.2857142857142857,2018
28099,151,24,25,85000.0,55000.0,0.1589403973509933,2018
28101,124,29,18,80000.0,60000.0,0.2338709677419354,2018
28103,50,31,13,60000.0,43000.0,0.62,2018
28105,379,70,67,165000.0,69500.0,0.1846965699208443,2018
28107,205,57,42,110000.0,52500.0,0.2780487804878049,2018
28109,519,44,126,145000.0,57500.0,0.0847784200385356,2018
28111,67,16,26,75000.0,53000.0,0.2388059701492537,2018
28113,257,100,66,102500.0,52500.0,0.3891050583657587,2018
28115,232,30,79,105000.0,53000.0,0.1293103448275862,2018
28117,122,7,40,85000.0,45000.0,0.0573770491803278,2018
28119,25,15,9,65000.0,54500.0,0.6,2018
28121,2443,383,800,165000.0,64000.0,0.1567744576340564,2018
28123,144,52,37,82500.0,54000.0,0.3611111111111111,2018
28127,179,41,48,95000.0,50500.0,0.2290502793296089,2018
28129,87,14,29,85000.0,57000.0,0.160919540229885,2018
28131,137,15,33,120000.0,56000.0,0.1094890510948905,2018
28133,91,37,19,85000.0,56500.0,0.4065934065934066,2018
28135,38,20,16,60000.0,43000.0,0.5263157894736842,2018
28137,304,44,91,135000.0,57000.0,0.1447368421052631,2018
28139,85,18,22,90000.0,50250.0,0.2117647058823529,2018
28141,127,2,36,85000.0,47750.0,0.0157480314960629,2018
28143,32,20,5,127500.0,55250.0,0.625,2018
28145,205,24,54,122500.0,49500.0,0.1170731707317073,2018
28147,65,17,13,90000.0,56000.0,0.2615384615384615,2018
28149,366,105,100,145000.0,62000.0,0.2868852459016393,2018
28151,149,66,26,80000.0,59500.0,0.4429530201342282,2018
28153,67,11,18,95000.0,55750.0,0.1641791044776119,2018
28155,64,3,14,105000.0,55000.0,0.046875,2018
28157,24,12,9,75000.0,44500.0,0.5,2018
28159,86,22,17,85000.0,56000.0,0.2558139534883721,2018
28161,78,22,26,80000.0,48000.0,0.282051282051282,2018
28163,89,26,16,100000.0,54000.0,0.2921348314606741,2018
29001,137,6,61,110000.0,51000.0,0.0437956204379562,2018
29003,231,5,70,137500.0,67750.0,0.0216450216450216,2018
29005,36,0,13,75000.0,56500.0,0.0,2018
29007,192,5,88,95000.0,49000.0,0.0260416666666666,2018
29009,290,21,107,105000.0,49000.0,0.0724137931034482,2018
29011,55,1,19,100000.0,51000.0,0.0181818181818181,2018
29013,155,1,51,97500.0,56250.0,0.0064516129032258,2018
29015,184,5,76,105000.0,49000.0,0.0271739130434782,2018
29017,70,1,37,110000.0,53000.0,0.0142857142857142,2018
29019,2216,146,832,170000.0,70000.0,0.065884476534296,2018
29021,846,56,347,115000.0,48500.0,0.0661938534278959,2018
29023,386,17,160,85000.0,38500.0,0.044041450777202,2018
29025,82,0,47,120000.0,57500.0,0.0,2018
29027,477,14,153,152500.0,64000.0,0.0293501048218029,2018
29029,558,7,145,155000.0,66500.0,0.0125448028673835,2018
29031,911,39,322,145000.0,61750.0,0.0428100987925356,2018
29033,58,1,29,95000.0,48000.0,0.0172413793103448,2018
29035,32,0,8,135000.0,64500.0,0.0,2018
29037,1918,114,791,172500.0,69000.0,0.0594369134515119,2018
29039,128,2,41,105000.0,55000.0,0.015625,2018
29041,28,0,11,135000.0,70500.0,0.0,2018
29043,1650,42,448,162500.0,63750.0,0.0254545454545454,2018
29045,14,0,3,125000.0,73500.0,0.0,2018
29047,4796,408,1972,165000.0,65500.0,0.0850708924103419,2018
29049,327,7,184,152500.0,60750.0,0.0214067278287461,2018
29051,1031,66,471,125000.0,56000.0,0.064015518913676,2018
29053,131,5,49,125000.0,55000.0,0.0381679389312977,2018
29055,177,1,61,100000.0,55750.0,0.0056497175141242,2018
29057,40,0,13,95000.0,57000.0,0.0,2018
29059,134,1,55,95000.0,47000.0,0.0074626865671641,2018
29061,47,2,10,140000.0,64750.0,0.0425531914893617,2018
29063,94,2,36,120000.0,58500.0,0.0212765957446808,2018
29065,77,1,37,85000.0,42500.0,0.0129870129870129,2018
29067,73,0,26,105000.0,48000.0,0.0,2018
29069,108,8,39,85000.0,51500.0,0.074074074074074,2018
29071,1290,23,635,145000.0,62000.0,0.017829457364341,2018
29073,135,2,53,105000.0,60500.0,0.0148148148148148,2018
29075,43,1,17,75000.0,50750.0,0.0232558139534883,2018
29077,3858,155,1356,125000.0,55000.0,0.0401762571280456,2018
29079,68,3,28,115000.0,51250.0,0.0441176470588235,2018
29081,40,1,15,85000.0,60000.0,0.025,2018
29083,231,7,86,100000.0,53500.0,0.0303030303030303,2018
29085,68,2,33,75000.0,43000.0,0.0294117647058823,2018
29087,25,0,8,105000.0,64000.0,0.0,2018
29089,74,2,34,105000.0,56000.0,0.027027027027027,2018
29091,238,4,73,107500.0,54000.0,0.0168067226890756,2018
29093,71,0,31,75000.0,45500.0,0.0,2018
29095,9254,1230,4348,145000.0,59500.0,0.1329154960017289,2018
29097,1487,96,554,115000.0,55250.0,0.0645595158036314,2018
29099,3348,66,1526,165000.0,63750.0,0.0197132616487455,2018
29101,671,28,209,170000.0,67000.0,0.0417287630402384,2018
29105,374,12,163,100000.0,44000.0,0.0320855614973262,2018
29107,402,4,226,115000.0,59000.0,0.0099502487562189,2018
29109,386,17,148,115000.0,49000.0,0.044041450777202,2018
29111,30,0,13,87500.0,48250.0,0.0,2018
29113,1030,10,441,155000.0,67500.0,0.0097087378640776,2018
29115,77,1,30,85000.0,64000.0,0.0129870129870129,2018
29117,90,2,33,105000.0,64000.0,0.0222222222222222,2018
29119,165,10,65,100000.0,47750.0,0.0606060606060606,2018
29121,77,4,33,85000.0,47000.0,0.0519480519480519,2018
29123,106,3,38,105000.0,61000.0,0.0283018867924528,2018
29125,61,1,24,115000.0,57000.0,0.0163934426229508,2018
29127,217,3,57,110000.0,52750.0,0.0138248847926267,2018
29129,14,2,9,70000.0,38000.0,0.1428571428571428,2018
29131,212,3,67,125000.0,62000.0,0.0141509433962264,2018
29133,59,9,26,80000.0,46000.0,0.1525423728813559,2018
29135,153,6,53,120000.0,59250.0,0.0392156862745098,2018
29137,51,1,24,95000.0,50000.0,0.0196078431372549,2018
29139,85,2,27,115000.0,52000.0,0.0235294117647058,2018
29141,133,1,49,125000.0,45000.0,0.0075187969924812,2018
29143,116,12,39,102500.0,50750.0,0.1034482758620689,2018
29145,670,39,233,120000.0,52500.0,0.0582089552238805,2018
29147,182,4,59,115000.0,53000.0,0.0219780219780219,2018
29149,43,0,13,115000.0,62000.0,0.0,2018
29151,117,0,56,137500.0,58500.0,0.0,2018
29153,55,1,28,100000.0,42250.0,0.0181818181818181,2018
29155,54,5,17,82500.0,65750.0,0.0925925925925925,2018
29157,194,5,92,115000.0,56500.0,0.0257731958762886,2018
29159,379,26,138,105000.0,46000.0,0.0686015831134564,2018
29161,269,8,91,140000.0,59500.0,0.0297397769516728,2018
29163,158,2,59,125000.0,55000.0,0.0126582278481012,2018
29165,1835,123,466,220000.0,93000.0,0.0670299727520436,2018
29167,317,8,125,120000.0,50500.0,0.0252365930599369,2018
29169,540,64,125,140000.0,57500.0,0.1185185185185185,2018
29173,90,0,34,135000.0,50000.0,0.0,2018
29175,198,3,82,110000.0,48000.0,0.0151515151515151,2018
29177,292,3,174,140000.0,54500.0,0.0102739726027397,2018
29179,38,0,17,80000.0,46000.0,0.0,2018
29181,106,0,39,90000.0,49500.0,0.0,2018
29183,6995,480,2061,195000.0,79000.0,0.0686204431736954,2018
29185,53,2,17,105000.0,61000.0,0.0377358490566037,2018
29186,180,2,55,150000.0,64250.0,0.0111111111111111,2018
29187,695,7,221,125000.0,60000.0,0.0100719424460431,2018
29189,12125,2078,4274,175000.0,71000.0,0.171381443298969,2018
29195,191,19,83,75000.0,45750.0,0.0994764397905759,2018
29199,17,0,9,157500.0,57250.0,0.0,2018
29201,326,22,129,115000.0,54000.0,0.0674846625766871,2018
29203,32,0,13,82500.0,46250.0,0.0,2018
29205,16,1,9,75000.0,40500.0,0.0625,2018
29207,224,3,93,92500.0,48750.0,0.0133928571428571,2018
29209,319,7,77,142500.0,62250.0,0.0219435736677116,2018
29211,27,6,15,80000.0,44000.0,0.2222222222222222,2018
29213,546,21,169,130000.0,54000.0,0.0384615384615384,2018
29215,143,4,52,120000.0,49000.0,0.0279720279720279,2018
29217,165,3,68,85000.0,50000.0,0.0181818181818181,2018
29219,581,16,267,165000.0,64500.0,0.027538726333907,2018
29221,165,1,49,100000.0,52500.0,0.006060606060606,2018
29223,68,0,29,85000.0,48500.0,0.0,2018
29225,502,5,210,132500.0,54250.0,0.0099601593625498,2018
29229,104,3,37,122500.0,49500.0,0.0288461538461538,2018
29510,2880,377,1233,135000.0,60000.0,0.1309027777777777,2018
30001,82,1,29,210000.0,76000.0,0.0121951219512195,2018
30003,34,10,10,75000.0,78000.0,0.2941176470588235,2018
30005,17,1,9,95000.0,49000.0,0.0588235294117647,2018
30007,103,0,28,217500.0,61500.0,0.0,2018
30009,116,1,33,225000.0,70500.0,0.0086206896551724,2018
30013,1090,40,447,175000.0,56000.0,0.036697247706422,2018
30015,38,0,18,120000.0,52500.0,0.0,2018
30017,89,5,35,150000.0,59500.0,0.0561797752808988,2018
30021,65,2,19,145000.0,68000.0,0.0307692307692307,2018
30023,91,0,36,125000.0,62000.0,0.0,2018
30025,21,0,9,145000.0,64500.0,0.0,2018
30027,122,0,62,160000.0,69750.0,0.0,2018
30029,1376,27,360,275000.0,75000.0,0.0196220930232558,2018
30031,1632,24,411,305000.0,101000.0,0.0147058823529411,2018
30035,37,5,14,160000.0,56000.0,0.1351351351351351,2018
30039,22,0,9,175000.0,56500.0,0.0,2018
30041,156,4,46,145000.0,68750.0,0.0256410256410256,2018
30043,152,4,34,265000.0,84000.0,0.0263157894736842,2018
30045,13,0,10,85000.0,35000.0,0.0,2018
30047,203,6,61,225000.0,68000.0,0.0295566502463054,2018
30049,858,20,298,225000.0,72750.0,0.0233100233100233,2018
30053,171,2,75,165000.0,65000.0,0.0116959064327485,2018
30057,75,1,22,200000.0,71500.0,0.0133333333333333,2018
30059,14,0,6,160000.0,62000.0,0.0,2018
30061,51,1,24,190000.0,56000.0,0.0196078431372549,2018
30063,1495,31,396,255000.0,77250.0,0.0207357859531772,2018
30065,45,3,20,147500.0,58500.0,0.0666666666666666,2018
30067,233,5,69,235000.0,77000.0,0.0214592274678111,2018
30071,31,1,14,155000.0,63000.0,0.032258064516129,2018
30073,39,0,17,140000.0,60500.0,0.0,2018
30077,34,1,11,170000.0,58000.0,0.0294117647058823,2018
30081,515,12,136,240000.0,68250.0,0.0233009708737864,2018
30083,98,8,28,195000.0,78000.0,0.0816326530612244,2018
30085,22,5,8,135000.0,77000.0,0.2272727272727272,2018
30087,38,3,14,110000.0,62500.0,0.0789473684210526,2018
30089,69,0,34,175000.0,62000.0,0.0,2018
30091,17,0,10,72500.0,58000.0,0.0,2018
30093,381,6,152,152500.0,58500.0,0.0157480314960629,2018
30095,98,1,31,225000.0,79000.0,0.010204081632653,2018
30097,24,1,7,170000.0,72500.0,0.0416666666666666,2018
30099,44,0,11,155000.0,68000.0,0.0,2018
30101,34,4,15,105000.0,54750.0,0.1176470588235294,2018
30105,42,0,13,145000.0,68500.0,0.0,2018
30107,14,0,9,80000.0,48000.0,0.0,2018
30111,2320,72,786,205000.0,63000.0,0.0310344827586206,2018
31001,217,20,88,110000.0,59500.0,0.0921658986175115,2018
31003,36,1,13,85000.0,65000.0,0.0277777777777777,2018
31011,36,0,12,110000.0,72500.0,0.0,2018
31013,110,7,37,120000.0,74000.0,0.0636363636363636,2018
31017,24,1,9,100000.0,66000.0,0.0416666666666666,2018
31019,460,13,159,175000.0,65000.0,0.0282608695652173,2018
31021,65,3,33,75000.0,50000.0,0.0461538461538461,2018
31023,66,3,34,125000.0,51000.0,0.0454545454545454,2018
31025,401,7,161,185000.0,78500.0,0.0174563591022443,2018
31027,22,0,10,102500.0,61000.0,0.0,2018
31029,30,1,12,95000.0,62000.0,0.0333333333333333,2018
31031,47,3,21,117500.0,68750.0,0.0638297872340425,2018
31033,107,5,47,145000.0,58000.0,0.0467289719626168,2018
31035,41,2,19,112500.0,61000.0,0.048780487804878,2018
31037,54,27,35,120000.0,45000.0,0.5,2018
31039,46,1,16,125000.0,73000.0,0.0217391304347826,2018
31041,63,4,23,125000.0,61250.0,0.0634920634920634,2018
31043,176,77,77,130000.0,59500.0,0.4375,2018
31045,67,0,29,137500.0,67000.0,0.0,2018
31047,162,52,77,115000.0,50500.0,0.3209876543209876,2018
31049,15,1,7,105000.0,60000.0,0.0666666666666666,2018
31051,40,3,18,107500.0,63250.0,0.075,2018
31053,363,32,139,155000.0,62000.0,0.0881542699724518,2018
31055,8185,1002,3215,160000.0,65000.0,0.1224190592547342,2018
31059,37,3,23,82500.0,49000.0,0.081081081081081,2018
31061,16,1,7,80000.0,63000.0,0.0625,2018
31063,10,1,6,90000.0,50500.0,0.1,2018
31065,28,0,13,95000.0,64500.0,0.0,2018
31067,225,9,108,115000.0,61000.0,0.04,2018
31073,12,0,6,155000.0,55500.0,0.0,2018
31079,596,136,207,145000.0,61000.0,0.2281879194630872,2018
31081,93,2,31,145000.0,69500.0,0.021505376344086,2018
31083,16,0,8,100000.0,57500.0,0.0,2018
31087,13,1,9,75000.0,40000.0,0.0769230769230769,2018
31089,47,2,19,115000.0,74000.0,0.0425531914893617,2018
31093,61,1,22,185000.0,80500.0,0.0163934426229508,2018
31095,51,0,28,85000.0,47500.0,0.0,2018
31097,31,0,10,77500.0,68500.0,0.0,2018
31099,48,7,26,132500.0,58000.0,0.1458333333333333,2018
31101,70,4,33,105000.0,55500.0,0.0571428571428571,2018
31105,23,0,13,95000.0,51000.0,0.0,2018
31107,41,1,22,75000.0,42000.0,0.024390243902439,2018
31109,4189,256,1586,162500.0,64250.0,0.0611124373358796,2018
31111,339,9,121,145000.0,65000.0,0.0265486725663716,2018
31119,224,46,86,125000.0,53000.0,0.2053571428571428,2018
31121,89,1,41,105000.0,61000.0,0.0112359550561797,2018
31123,21,1,6,125000.0,64000.0,0.0476190476190476,2018
31125,19,1,8,105000.0,69000.0,0.0526315789473684,2018
31127,61,2,29,112500.0,61500.0,0.0327868852459016,2018
31129,24,0,14,75000.0,48500.0,0.0,2018
31131,173,9,42,145000.0,74000.0,0.0520231213872832,2018
31135,28,1,13,80000.0,57000.0,0.0357142857142857,2018
31137,65,4,30,135000.0,65500.0,0.0615384615384615,2018
31139,35,0,11,140000.0,66000.0,0.0,2018
31141,304,67,112,145000.0,60500.0,0.2203947368421052,2018
31143,41,4,22,87500.0,57000.0,0.0975609756097561,2018
31145,67,6,34,105000.0,55000.0,0.0895522388059701,2018
31147,54,1,28,75000.0,50000.0,0.0185185185185185,2018
31151,112,39,52,115000.0,56000.0,0.3482142857142857,2018
31153,3462,323,1037,185000.0,80500.0,0.0932986712882726,2018
31155,296,5,97,165000.0,75000.0,0.0168918918918918,2018
31157,217,19,81,125000.0,63000.0,0.0875576036866359,2018
31159,175,2,88,155000.0,61250.0,0.0114285714285714,2018
31161,33,3,18,70000.0,55000.0,0.0909090909090909,2018
31163,29,2,15,75000.0,52000.0,0.0689655172413793,2018
31167,36,5,14,135000.0,72000.0,0.1388888888888889,2018
31169,16,0,9,87500.0,51250.0,0.0,2018
31173,16,4,8,115000.0,48000.0,0.25,2018
31175,22,0,10,75000.0,66000.0,0.0,2018
31177,284,5,110,185000.0,79000.0,0.0176056338028169,2018
31179,32,3,12,125000.0,72000.0,0.09375,2018
31181,13,0,5,90000.0,63000.0,0.0,2018
31185,143,8,73,125000.0,57250.0,0.0559440559440559,2018
32001,351,34,85,222500.0,69500.0,0.0968660968660968,2018
32003,33687,10966,9870,240000.0,65000.0,0.3255261673642651,2018
32005,657,37,123,340000.0,95250.0,0.0563165905631659,2018
32007,854,88,255,205000.0,78000.0,0.1030444964871194,2018
32011,12,0,3,155000.0,106500.0,0.0,2018
32013,233,33,81,165000.0,66250.0,0.1416309012875536,2018
32015,50,5,20,175000.0,74000.0,0.1,2018
32017,34,1,18,120000.0,54000.0,0.0294117647058823,2018
32019,1329,160,487,210000.0,58500.0,0.1203912716328066,2018
32021,32,4,22,97500.0,47250.0,0.125,2018
32023,892,137,407,145000.0,56000.0,0.1535874439461883,2018
32027,41,3,16,135000.0,67000.0,0.073170731707317,2018
32029,73,6,21,225000.0,67000.0,0.0821917808219178,2018
32031,6581,996,1397,295000.0,82500.0,0.1513447804285063,2018
32033,93,7,42,110000.0,60000.0,0.075268817204301,2018
32510,634,87,167,255000.0,72000.0,0.1372239747634069,2018
33001,799,18,299,195000.0,75000.0,0.0225281602002503,2018
33003,551,4,228,175000.0,71000.0,0.0072595281306715,2018
33005,748,13,349,170000.0,67250.0,0.017379679144385,2018
33007,216,5,109,135000.0,65000.0,0.0231481481481481,2018
33009,681,19,226,175000.0,75500.0,0.0279001468428781,2018
33011,5765,385,1724,235000.0,81000.0,0.0667823070251517,2018
33013,1994,49,710,225000.0,81250.0,0.0245737211634904,2018
33015,4701,162,1081,292500.0,103500.0,0.0344607530312699,2018
33017,1832,76,666,235000.0,82000.0,0.0414847161572052,2018
33019,360,6,155,160000.0,63000.0,0.0166666666666666,2018
34001,2596,561,1033,165000.0,70000.0,0.2161016949152542,2018
34003,8451,2199,1188,370000.0,121000.0,0.2602058927937522,2018
34005,5637,1131,1964,205000.0,78500.0,0.2006386375731772,2018
34007,5223,1346,2315,165000.0,68500.0,0.2577062990618418,2018
34009,916,44,309,237500.0,90000.0,0.0480349344978165,2018
34011,999,377,409,145000.0,58000.0,0.3773773773773773,2018
34013,6101,2407,1246,290000.0,89750.0,0.3945254876249795,2018
34015,3577,434,1319,185000.0,76000.0,0.12133072407045,2018
34017,4562,1370,677,355000.0,119000.0,0.3003068829460762,2018
34019,1619,124,341,315000.0,119250.0,0.0765904879555281,2018
34021,3191,931,1020,200000.0,79250.0,0.2917580695706675,2018
34023,7827,2795,2201,285000.0,96000.0,0.3570972275456752,2018
34025,7399,709,1316,325000.0,118000.0,0.0958237599675631,2018
34027,5795,973,906,370000.0,129500.0,0.1679033649698015,2018
34029,7642,587,2922,245000.0,87000.0,0.0768123527872284,2018
34031,3919,1478,1194,275000.0,81000.0,0.377137024751212,2018
34033,600,100,281,142500.0,67000.0,0.1666666666666666,2018
34035,3873,1030,806,325000.0,119500.0,0.2659437128840692,2018
34037,2085,284,772,210000.0,79000.0,0.1362110311750599,2018
34039,5148,2149,1093,285000.0,89000.0,0.4174436674436674,2018
34041,1209,171,463,205000.0,79000.0,0.141439205955335,2018
