county_fips,owner_purchase_originations,minority_originations,lowincome_originations,owner_loan_amount_median,income_median,minority_share,year
45035,4086,899,1708,255000.0,70500.0,0.220019579050416,2021
45037,403,54,109,195000.0,76000.0,0.1339950372208436,2021
45039,181,50,65,150000.0,71000.0,0.2762430939226519,2021
45041,1811,659,607,165000.0,57000.0,0.3638873550524572,2021
45043,1044,83,220,195000.0,69500.0,0.0795019157088122,2021
45045,9987,1636,3475,245000.0,73000.0,0.163812956843897,2021
45047,773,157,245,160000.0,57000.0,0.2031047865459249,2021
45049,128,45,44,135000.0,52000.0,0.3515625,2021
45051,9042,650,2288,215000.0,66000.0,0.0718867507188675,2021
45053,769,103,72,235000.0,73000.0,0.1339401820546163,2021
45055,1406,340,298,225000.0,68500.0,0.2418207681365576,2021
45057,2623,533,579,225000.0,64000.0,0.2032024399542508,2021
45059,753,155,200,175000.0,56000.0,0.2058432934926959,2021
45061,107,43,33,112500.0,53750.0,0.4018691588785046,2021
45063,5722,898,2060,195000.0,62500.0,0.1569381335197483,2021
45065,175,16,30,205000.0,77500.0,0.0914285714285714,2021
45067,217,65,85,117500.0,50000.0,0.2995391705069124,2021
45069,150,62,53,110000.0,54000.0,0.4133333333333333,2021
45071,365,60,93,157500.0,61000.0,0.1643835616438356,2021
45073,1090,66,334,195000.0,69000.0,0.0605504587155963,2021
45075,687,295,178,140000.0,54000.0,0.4294032023289665,2021
45077,1684,136,750,205000.0,70250.0,0.0807600950118764,2021
45079,7207,2698,2564,180000.0,57750.0,0.3743582628000555,2021
45081,180,16,58,145000.0,69000.0,0.0888888888888888,2021
45083,6608,1412,2594,195000.0,58000.0,0.2136803874092009,2021
45085,1702,566,390,175000.0,55000.0,0.3325499412455934,2021
45087,156,39,52,165000.0,54500.0,0.25,2021
45089,171,58,51,120000.0,55750.0,0.3391812865497076,2021
45091,6474,1300,2079,265000.0,73000.0,0.2008032128514056,2021
46003,15,1,2,165000.0,79000.0,0.0666666666666666,2021
46005,121,10,60,172500.0,61250.0,0.0826446280991735,2021
46009,53,1,27,127500.0,54750.0,0.0188679245283018,2021
46011,374,20,142,207500.0,78000.0,0.053475935828877,2021
46013,441,31,211,205000.0,66750.0,0.0702947845804988,2021
46015,34,1,10,170000.0,67000.0,0.0294117647058823,2021
46019,128,2,53,210000.0,64000.0,0.015625,2021
46021,12,1,8,55000.0,47500.0,0.0833333333333333,2021
46023,35,6,20,145000.0,59000.0,0.1714285714285714,2021
46025,34,2,19,125000.0,55500.0,0.0588235294117647,2021
46027,146,2,59,215000.0,75000.0,0.0136986301369863,2021
46029,447,11,206,210000.0,75000.0,0.0246085011185682,2021
46033,133,3,27,252500.0,76500.0,0.0225563909774436,2021
46035,225,14,97,177500.0,64250.0,0.0622222222222222,2021
46037,36,0,17,190000.0,61000.0,0.0,2021
46039,42,0,20,152500.0,70500.0,0.0,2021
46043,10,1,6,150000.0,55000.0,0.1,2021
46045,31,1,12,145000.0,81000.0,0.032258064516129,2021
46047,96,1,39,215000.0,78500.0,0.0104166666666666,2021
46049,12,1,3,170000.0,105000.0,0.0833333333333333,2021
46051,82,3,37,150000.0,59750.0,0.0365853658536585,2021
46053,19,0,10,170000.0,63250.0,0.0,2021
46055,10,0,4,155000.0,62500.0,0.0,2021
46057,84,4,40,170000.0,63000.0,0.0476190476190476,2021
46059,30,0,13,170000.0,69000.0,0.0,2021
46061,30,0,15,170000.0,63000.0,0.0,2021
46065,232,6,129,207500.0,66750.0,0.0258620689655172,2021
46067,68,2,36,135000.0,58500.0,0.0294117647058823,2021
46069,14,0,9,145000.0,50000.0,0.0,2021
46077,51,0,19,150000.0,64000.0,0.0,2021
46079,146,2,64,235000.0,70500.0,0.0136986301369863,2021
46081,398,8,86,305000.0,95000.0,0.0201005025125628,2021
46083,1489,55,501,265000.0,76000.0,0.0369375419744795,2021
46085,15,1,8,125000.0,47000.0,0.0666666666666666,2021
46087,58,0,26,195000.0,75000.0,0.0,2021
46089,10,0,7,85000.0,51000.0,0.0,2021
46091,24,0,9,125000.0,72000.0,0.0,2021
46093,447,16,123,275000.0,78500.0,0.0357941834451901,2021
46099,3518,245,1531,235000.0,69000.0,0.0696418419556566,2021
46101,65,4,26,195000.0,67000.0,0.0615384615384615,2021
46103,1733,100,685,255000.0,69000.0,0.0577034045008655,2021
46105,18,0,8,95000.0,70000.0,0.0,2021
46107,15,0,5,95000.0,63500.0,0.0,2021
46109,44,5,24,165000.0,56500.0,0.1136363636363636,2021
46111,11,1,4,125000.0,81000.0,0.0909090909090909,2021
46115,47,2,25,145000.0,55500.0,0.0425531914893617,2021
46117,39,0,11,245000.0,83500.0,0.0,2021
46119,12,1,4,170000.0,92000.0,0.0833333333333333,2021
46123,42,2,20,180000.0,71500.0,0.0476190476190476,2021
46125,109,0,51,185000.0,70500.0,0.0,2021
46127,244,9,55,220000.0,78500.0,0.0368852459016393,2021
46129,59,7,26,97500.0,59250.0,0.1186440677966101,2021
46135,282,9,116,205000.0,69000.0,0.0319148936170212,2021
47001,1343,89,540,205000.0,62000.0,0.0662695457930007,2021
47003,858,129,218,240000.0,65000.0,0.1503496503496503,2021
47005,188,4,55,135000.0,55500.0,0.0212765957446808,2021
47007,117,5,35,190000.0,60000.0,0.0427350427350427,2021
47009,2219,96,747,245000.0,73000.0,0.0432627309598918,2021
47011,1670,151,468,205000.0,62000.0,0.0904191616766467,2021
47013,453,6,152,165000.0,57000.0,0.0132450331125827,2021
47015,204,8,95,235000.0,68500.0,0.0392156862745098,2021
47017,313,13,111,145000.0,54000.0,0.0415335463258785,2021
47019,651,18,269,175000.0,56000.0,0.0276497695852534,2021
47021,749,35,302,275000.0,72500.0,0.0467289719626168,2021
47023,218,13,79,165000.0,53000.0,0.0596330275229357,2021
47025,404,7,127,155000.0,57500.0,0.0173267326732673,2021
47027,51,1,20,120000.0,54500.0,0.0196078431372549,2021
47029,332,13,123,175000.0,54000.0,0.0391566265060241,2021
47031,790,68,254,225000.0,61000.0,0.0860759493670886,2021
47033,135,25,54,140000.0,55500.0,0.1851851851851851,2021
47035,878,18,256,200000.0,62000.0,0.020501138952164,2021
47037,11664,1875,3790,325000.0,86000.0,0.1607510288065843,2021
47039,99,6,30,165000.0,60000.0,0.0606060606060606,2021
47041,343,20,92,205000.0,62250.0,0.0583090379008746,2021
47043,1011,55,478,245000.0,68750.0,0.0544015825914935,2021
47045,356,34,105,150000.0,57500.0,0.095505617977528,2021
47047,934,203,183,285000.0,81000.0,0.2173447537473233,2021
47049,254,4,88,172500.0,57000.0,0.0157480314960629,2021
47051,547,25,154,200000.0,63000.0,0.0457038391224862,2021
47053,661,70,203,135000.0,51000.0,0.1059001512859304,2021
47055,360,25,129,175000.0,61750.0,0.0694444444444444,2021
47057,269,2,62,185000.0,64000.0,0.0074349442379182,2021
47059,881,28,305,165000.0,62000.0,0.0317820658342792,2021
47061,136,6,44,145000.0,58750.0,0.0441176470588235,2021
47063,876,58,340,175000.0,55000.0,0.0662100456621004,2021
47065,6009,661,1719,252500.0,78750.0,0.110001664170411,2021
47067,59,1,28,142500.0,46750.0,0.0169491525423728,2021
47069,247,70,91,142500.0,51250.0,0.2834008097165992,2021
47071,317,9,107,160000.0,59000.0,0.028391167192429,2021
47073,745,19,271,160000.0,57000.0,0.0255033557046979,2021
47075,147,56,57,147500.0,56250.0,0.3809523809523809,2021
47077,264,19,88,157500.0,57750.0,0.0719696969696969,2021
47079,340,16,116,165000.0,57000.0,0.0470588235294117,2021
47081,290,10,95,182500.0,59500.0,0.0344827586206896,2021
47083,103,4,30,180000.0,63500.0,0.0388349514563106,2021
47085,291,5,86,195000.0,58000.0,0.0171821305841924,2021
47087,120,5,35,157500.0,60750.0,0.0416666666666666,2021
47089,835,36,203,215000.0,64000.0,0.0431137724550898,2021
47091,155,2,41,180000.0,65000.0,0.0129032258064516,2021
47093,8408,681,2725,235000.0,69250.0,0.0809942911512845,2021
47095,42,1,18,80000.0,45500.0,0.0238095238095238,2021
47097,213,51,89,135000.0,48000.0,0.2394366197183098,2021
47099,471,24,127,185000.0,63500.0,0.0509554140127388,2021
47101,172,12,59,185000.0,61500.0,0.0697674418604651,2021
47103,474,17,145,185000.0,63000.0,0.0358649789029535,2021
47105,1023,67,299,240000.0,80250.0,0.0654936461388074,2021
47107,800,39,244,172500.0,58750.0,0.04875,2021
47109,250,14,105,135000.0,54000.0,0.056,2021
47111,371,19,112,210000.0,58250.0,0.0512129380053908,2021
47113,1186,277,413,165000.0,56500.0,0.2335581787521079,2021
47115,329,12,121,175000.0,69500.0,0.0364741641337386,2021
47117,661,65,179,222500.0,63500.0,0.0983358547655068,2021
47119,2228,220,507,265000.0,77500.0,0.0987432675044883,2021
47121,141,3,26,195000.0,72000.0,0.0212765957446808,2021
47123,597,25,203,175000.0,57000.0,0.0418760469011725,2021
47125,6639,1531,1278,235000.0,64000.0,0.2306070191293869,2021
47127,72,1,22,225000.0,67500.0,0.0138888888888888,2021
47129,205,4,67,165000.0,52500.0,0.0195121951219512,2021
47131,304,26,114,132500.0,52500.0,0.0855263157894736,2021
47133,243,6,76,175000.0,58000.0,0.0246913580246913,2021
47135,50,3,14,165000.0,53500.0,0.06,2021
47137,26,0,8,170000.0,61000.0,0.0,2021
47139,169,1,53,185000.0,60000.0,0.0059171597633136,2021
47141,880,39,185,225000.0,71000.0,0.0443181818181818,2021
47143,374,12,103,180000.0,64500.0,0.0320855614973262,2021
47145,924,32,300,195000.0,69000.0,0.0346320346320346,2021
47147,1459,164,577,275000.0,75000.0,0.1124057573680603,2021
47149,6634,1469,2865,290000.0,72750.0,0.22143503165511,2021
47151,146,1,47,125000.0,61500.0,0.0068493150684931,2021
47153,234,9,76,245000.0,76500.0,0.0384615384615384,2021
47155,1081,56,226,235000.0,70000.0,0.0518038852913968,2021
47157,8625,2918,2048,175000.0,58000.0,0.3383188405797101,2021
47159,301,18,84,205000.0,64500.0,0.0598006644518272,2021
47161,179,8,37,190000.0,68000.0,0.0446927374301676,2021
47163,2421,84,797,175000.0,61000.0,0.0346964064436183,2021
47165,3903,327,1292,297500.0,80250.0,0.0837817063797079,2021
47167,986,129,325,195000.0,67000.0,0.1308316430020284,2021
47169,173,11,91,252500.0,63250.0,0.0635838150289017,2021
47171,184,11,68,155000.0,63000.0,0.0597826086956521,2021
47173,298,11,139,190000.0,61000.0,0.0369127516778523,2021
47175,61,1,16,142500.0,60250.0,0.0163934426229508,2021
47177,445,24,164,195000.0,51500.0,0.0539325842696629,2021
47179,2024,96,497,210000.0,69500.0,0.0474308300395256,2021
47181,84,1,31,140000.0,54000.0,0.0119047619047619,2021
47183,278,22,107,155000.0,51750.0,0.079136690647482,2021
47185,389,8,107,180000.0,61000.0,0.0205655526992287,2021
47187,4924,295,473,535000.0,155000.0,0.059910641754671,2021
47189,3538,398,926,335000.0,90000.0,0.1124929338609383,2021
48001,421,71,111,165000.0,66000.0,0.168646080760095,2021
48003,241,99,79,235000.0,92750.0,0.4107883817427386,2021
48005,862,156,153,155000.0,68000.0,0.1809744779582366,2021
48007,350,36,39,280000.0,88000.0,0.1028571428571428,2021
48009,105,5,13,165000.0,77000.0,0.0476190476190476,2021
48011,25,1,11,135000.0,74000.0,0.04,2021
48013,602,305,153,177500.0,66250.0,0.5066445182724253,2021
48015,298,67,92,245000.0,85500.0,0.2248322147651006,2021
48017,43,20,9,135000.0,67000.0,0.4651162790697674,2021
48019,284,48,56,305000.0,102000.0,0.1690140845070422,2021
48021,1824,623,798,252500.0,83500.0,0.3415570175438596,2021
48023,26,4,7,125000.0,60500.0,0.1538461538461538,2021
48025,182,79,35,175000.0,68000.0,0.4340659340659341,2021
48027,7830,2347,1450,200000.0,69250.0,0.2997445721583652,2021
48029,30034,14109,7708,225000.0,70000.0,0.4697675967237131,2021
48031,248,15,36,345000.0,115500.0,0.0604838709677419,2021
48035,161,16,25,165000.0,75000.0,0.0993788819875776,2021
48037,943,159,190,135000.0,64000.0,0.168610816542948,2021
48039,6425,2445,2063,235000.0,86000.0,0.380544747081712,2021
48041,2985,635,562,225000.0,86000.0,0.2127303182579564,2021
48043,85,18,9,235000.0,75000.0,0.2117647058823529,2021
48047,11,11,3,117500.0,66000.0,1.0,2021
48049,327,40,73,170000.0,73250.0,0.1223241590214067,2021
48051,269,46,71,205000.0,78500.0,0.1710037174721189,2021
48053,877,95,142,305000.0,103750.0,0.1083238312428734,2021
48055,507,241,288,227500.0,74500.0,0.4753451676528599,2021
48057,188,69,42,165000.0,86000.0,0.3670212765957447,2021
48059,154,10,41,155000.0,62000.0,0.0649350649350649,2021
48061,2770,2057,581,175000.0,62000.0,0.7425992779783394,2021
48063,165,29,46,190000.0,72500.0,0.1757575757575757,2021
48065,73,7,17,137500.0,80000.0,0.0958904109589041,2021
48067,293,31,75,135000.0,73000.0,0.1058020477815699,2021
48069,46,31,9,140000.0,71500.0,0.6739130434782609,2021
48071,1203,312,217,255000.0,86000.0,0.2593516209476309,2021
48073,517,75,106,152500.0,71000.0,0.1450676982591876,2021
48075,49,9,15,127500.0,68250.0,0.1836734693877551,2021
48077,110,2,36,155000.0,77000.0,0.0181818181818181,2021
48079,12,4,1,80000.0,71500.0,0.3333333333333333,2021
48081,25,2,8,147500.0,69750.0,0.08,2021
48083,66,5,33,85000.0,46000.0,0.0757575757575757,2021
48085,20604,4439,3312,365000.0,125000.0,0.2154436031838478,2021
48089,130,32,17,195000.0,75000.0,0.2461538461538461,2021
48091,4394,888,598,297500.0,103000.0,0.2020937642239417,2021
48093,113,18,31,170000.0,70000.0,0.1592920353982301,2021
48095,17,3,4,115000.0,70000.0,0.1764705882352941,2021
48097,501,57,116,205000.0,87000.0,0.1137724550898203,2021
48099,1157,261,313,195000.0,67000.0,0.2255834053586862,2021
48103,51,37,25,155000.0,66000.0,0.7254901960784313,2021
48105,11,6,5,165000.0,58000.0,0.5454545454545454,2021
48107,37,8,18,105000.0,63500.0,0.2162162162162162,2021
48109,16,6,0,150000.0,94000.0,0.375,2021
48111,39,15,10,115000.0,68250.0,0.3846153846153846,2021
48113,24196,9237,7736,255000.0,78250.0,0.3817573152587205,2021
48115,87,31,22,135000.0,72500.0,0.3563218390804598,2021
48117,203,162,60,160000.0,62750.0,0.7980295566502463,2021
48119,51,8,19,170000.0,59000.0,0.1568627450980392,2021
48121,19865,4509,3608,317500.0,105250.0,0.2269821293732695,2021
48123,131,25,46,165000.0,68000.0,0.1908396946564885,2021
48127,39,31,9,145000.0,60750.0,0.7948717948717948,2021
48129,23,0,6,115000.0,77250.0,0.0,2021
48131,30,21,10,105000.0,65000.0,0.7,2021
48133,164,9,44,150000.0,68000.0,0.0548780487804878,2021
48135,2281,1305,666,172500.0,66250.0,0.5721174923279263,2021
48139,4712,1959,1180,300000.0,91000.0,0.4157470288624788,2021
48141,10281,6866,2111,155000.0,57500.0,0.667833868300749,2021
48143,457,55,98,207500.0,91000.0,0.1203501094091903,2021
48145,117,25,28,150000.0,71500.0,0.2136752136752136,2021
48147,459,55,98,200000.0,71000.0,0.1198257080610021,2021
48149,199,30,44,215000.0,87500.0,0.1507537688442211,2021
48151,24,3,3,135000.0,84000.0,0.125,2021
48153,34,10,10,115000.0,59000.0,0.2941176470588235,2021
48157,17298,6906,2756,265000.0,87000.0,0.3992369060006937,2021
48159,130,20,26,165000.0,94000.0,0.1538461538461538,2021
48161,170,28,48,145000.0,71000.0,0.1647058823529411,2021
48163,101,57,19,125000.0,67000.0,0.5643564356435643,2021
48165,241,70,58,175000.0,71500.0,0.2904564315352697,2021
48167,5616,1296,1144,245000.0,94000.0,0.2307692307692307,2021
48169,32,10,8,130000.0,69500.0,0.3125,2021
48171,245,21,30,325000.0,115000.0,0.0857142857142857,2021
48173,13,4,3,205000.0,79000.0,0.3076923076923077,2021
48175,54,12,9,205000.0,83500.0,0.2222222222222222,2021
48177,161,50,36,160000.0,71000.0,0.3105590062111801,2021
48179,242,54,78,125000.0,68000.0,0.2231404958677686,2021
48181,2406,334,560,215000.0,77500.0,0.1388196176226101,2021
48183,1454,285,450,180000.0,64500.0,0.1960110041265474,2021
48185,372,62,60,195000.0,85000.0,0.1666666666666666,2021
48187,3808,1094,830,255000.0,81000.0,0.2872899159663865,2021
48189,229,93,72,120000.0,58000.0,0.4061135371179039,2021
48191,13,3,4,85000.0,52500.0,0.2307692307692307,2021
48193,94,4,28,180000.0,77000.0,0.0425531914893617,2021
48195,35,12,7,147500.0,67500.0,0.3428571428571428,2021
48197,14,0,2,105000.0,67500.0,0.0,2021
48199,872,57,157,165000.0,77000.0,0.0653669724770642,2021
48201,55500,23817,13659,225000.0,74250.0,0.4291351351351351,2021
48203,840,134,196,160000.0,71500.0,0.1595238095238095,2021
48205,55,10,16,195000.0,83000.0,0.1818181818181818,2021
48207,44,10,14,110000.0,64500.0,0.2272727272727272,2021
48209,5380,1332,1527,305000.0,95000.0,0.2475836431226765,2021
48211,15,4,3,145000.0,73000.0,0.2666666666666666,2021
48213,1103,139,237,190000.0,76000.0,0.1260199456029011,2021
48215,5192,4339,1028,175000.0,64500.0,0.835708782742681,2021
48217,416,60,88,175000.0,71000.0,0.1442307692307692,2021
48219,233,72,49,150000.0,76000.0,0.3090128755364807,2021
48221,1312,101,330,250000.0,81500.0,0.0769817073170731,2021
48223,401,65,81,185000.0,73500.0,0.1620947630922693,2021
48225,175,20,50,155000.0,67000.0,0.1142857142857142,2021
48227,303,95,60,190000.0,73500.0,0.3135313531353135,2021
48229,10,6,1,105000.0,64500.0,0.6,2021
48231,2306,572,960,205000.0,75000.0,0.2480485689505637,2021
48233,266,40,84,105000.0,67000.0,0.150375939849624,2021
48235,12,1,0,185000.0,93000.0,0.0833333333333333,2021
48237,83,8,25,215000.0,82000.0,0.0963855421686747,2021
48239,154,29,47,175000.0,72500.0,0.1883116883116883,2021
48241,321,21,70,150000.0,76000.0,0.0654205607476635,2021
48243,10,0,2,320000.0,108000.0,0.0,2021
48245,2219,732,451,165000.0,70000.0,0.3298783235691753,2021
48247,25,21,4,155000.0,81250.0,0.84,2021
48249,276,156,58,165000.0,77000.0,0.5652173913043478,2021
48251,3875,1027,948,250000.0,82250.0,0.2650322580645161,2021
48253,206,32,64,115000.0,64000.0,0.1553398058252427,2021
48255,79,32,32,145000.0,61000.0,0.4050632911392405,2021
48257,5600,2732,2143,240000.0,78000.0,0.4878571428571429,2021
48259,858,122,137,400000.0,125750.0,0.1421911421911421,2021
48265,591,76,110,267500.0,80750.0,0.1285956006768189,2021
48267,32,2,4,165000.0,91000.0,0.0625,2021
48271,33,9,6,155000.0,70000.0,0.2727272727272727,2021
48273,226,108,31,155000.0,73500.0,0.4778761061946903,2021
48275,14,1,4,85000.0,73000.0,0.0714285714285714,2021
48277,484,69,96,170000.0,67750.0,0.1425619834710743,2021
48279,90,40,27,130000.0,66000.0,0.4444444444444444,2021
48281,317,43,76,225000.0,75500.0,0.1356466876971608,2021
48283,16,12,5,120000.0,68500.0,0.75,2021
48285,171,38,47,182500.0,73750.0,0.2222222222222222,2021
48287,151,23,27,245000.0,90500.0,0.152317880794702,2021
48289,188,17,34,185000.0,88500.0,0.0904255319148936,2021
48291,1626,760,711,180000.0,78000.0,0.4674046740467404,2021
48293,169,30,39,180000.0,68750.0,0.1775147928994082,2021
48295,19,7,11,85000.0,55500.0,0.3684210526315789,2021
48297,93,27,13,160000.0,82500.0,0.2903225806451613,2021
48299,332,18,55,285000.0,104500.0,0.0542168674698795,2021
48303,4911,1135,1246,175000.0,65000.0,0.231113826104663,2021
48305,93,16,12,135000.0,78000.0,0.1720430107526881,2021
48307,51,6,12,150000.0,63000.0,0.1176470588235294,2021
48309,3230,731,599,195000.0,75000.0,0.2263157894736842,2021
48313,117,24,19,200000.0,81000.0,0.2051282051282051,2021
48315,75,8,17,137500.0,66500.0,0.1066666666666666,2021
48317,66,36,17,195000.0,84750.0,0.5454545454545454,2021
48319,18,1,2,280000.0,81500.0,0.0555555555555555,2021
48321,318,99,53,180000.0,81000.0,0.3113207547169811,2021
48323,354,327,116,175000.0,53000.0,0.923728813559322,2021
48325,773,326,181,235000.0,81250.0,0.4217335058214748,2021
48329,3484,1321,1148,247500.0,85000.0,0.3791618828932261,2021
48331,260,39,60,185000.0,79000.0,0.15,2021
48333,36,2,9,162500.0,71000.0,0.0555555555555555,2021
48335,69,19,33,120000.0,69500.0,0.2753623188405797,2021
48337,276,15,57,167500.0,74250.0,0.0543478260869565,2021
48339,15463,3906,3225,255000.0,96000.0,0.2526029877772748,2021
48341,210,118,44,180000.0,72250.0,0.5619047619047619,2021
48343,100,16,30,150000.0,64000.0,0.16,2021
48347,536,93,141,175000.0,76000.0,0.1735074626865671,2021
48349,574,156,124,185000.0,70000.0,0.2717770034843205,2021
48351,111,11,29,120000.0,70500.0,0.0990990990990991,2021
48353,132,31,29,115000.0,63000.0,0.2348484848484848,2021
48355,4036,1761,836,195000.0,68000.0,0.4363230921704658,2021
48357,76,33,27,135000.0,65000.0,0.4342105263157895,2021
48359,25,1,9,155000.0,68000.0,0.04,2021
48361,1072,96,249,175000.0,76000.0,0.0895522388059701,2021
48363,358,29,62,175000.0,72000.0,0.0810055865921787,2021
48365,215,38,43,157500.0,79000.0,0.1767441860465116,2021
48367,3904,429,578,325000.0,103500.0,0.1098872950819672,2021
48369,51,21,11,155000.0,68000.0,0.4117647058823529,2021
48371,118,65,22,165000.0,73250.0,0.5508474576271186,2021
48373,490,67,118,165000.0,73750.0,0.136734693877551,2021
48375,1209,357,468,125000.0,47500.0,0.2952853598014888,2021
48377,23,10,7,177500.0,72750.0,0.4347826086956521,2021
48379,167,10,43,222500.0,78500.0,0.059880239520958,2021
48381,3393,773,833,177500.0,75000.0,0.2278219864426761,2021
48383,17,9,8,155000.0,63000.0,0.5294117647058824,2021
48385,25,4,7,225000.0,65000.0,0.16,2021
48387,76,8,26,137500.0,57000.0,0.1052631578947368,2021
48389,72,51,16,165000.0,68000.0,0.7083333333333334,2021
48391,58,17,12,150000.0,76250.0,0.293103448275862,2021
48395,135,18,35,160000.0,71000.0,0.1333333333333333,2021
48397,3064,716,612,335000.0,114500.0,0.2336814621409921,2021
48399,75,17,18,117500.0,76250.0,0.2266666666666666,2021
48401,512,91,132,165000.0,72500.0,0.177734375,2021
48403,104,5,16,155000.0,66500.0,0.048076923076923,2021
48405,50,9,18,95000.0,63500.0,0.18,2021
48407,353,57,72,172500.0,79250.0,0.1614730878186968,2021
48409,881,298,179,215000.0,78750.0,0.3382519863791146,2021
48411,31,3,2,140000.0,74250.0,0.0967741935483871,2021
48415,123,29,44,135000.0,74000.0,0.2357723577235772,2021
48417,24,0,8,145000.0,77500.0,0.0,2021
48419,164,29,41,122500.0,70000.0,0.1768292682926829,2021
48421,33,12,7,145000.0,77000.0,0.3636363636363636,2021
48423,3267,644,896,210000.0,73750.0,0.197122742577288,2021
48425,143,10,9,267500.0,91500.0,0.0699300699300699,2021
48427,127,123,30,145000.0,63500.0,0.968503937007874,2021
48429,81,9,17,125000.0,70500.0,0.1111111111111111,2021
48435,24,5,4,135000.0,76000.0,0.2083333333333333,2021
48437,36,13,13,105000.0,56000.0,0.3611111111111111,2021
48439,26988,8609,6771,255000.0,77000.0,0.318993626797095,2021
48441,2265,380,475,155000.0,61750.0,0.1677704194260485,2021
48445,77,22,22,140000.0,61500.0,0.2857142857142857,2021
48447,10,0,5,70000.0,47500.0,0.0,2021
48449,290,97,61,170000.0,60250.0,0.3344827586206896,2021
48451,1624,446,436,180000.0,62250.0,0.2746305418719212,2021
48453,19495,3797,3545,435000.0,140000.0,0.1947678892023595,2021
48455,153,16,40,120000.0,68000.0,0.1045751633986928,2021
48457,213,11,41,145000.0,76500.0,0.0516431924882629,2021
48459,508,38,134,185000.0,73000.0,0.0748031496062992,2021
48461,22,8,5,142500.0,73500.0,0.3636363636363636,2021
48463,183,98,36,175000.0,67000.0,0.5355191256830601,2021
48465,533,320,102,165000.0,59500.0,0.600375234521576,2021
48467,807,86,161,210000.0,77500.0,0.1065675340768277,2021
48469,1102,384,285,172500.0,72500.0,0.3484573502722323,2021
48471,631,141,162,205000.0,72750.0,0.2234548335974643,2021
48473,1272,435,260,232500.0,84000.0,0.3419811320754717,2021
48475,91,42,32,175000.0,77500.0,0.4615384615384615,2021
48477,335,55,73,242500.0,84000.0,0.1641791044776119,2021
48479,2411,2201,594,170000.0,57000.0,0.9128992119452508,2021
48481,352,116,72,165000.0,66000.0,0.3295454545454545,2021
48483,38,3,7,107500.0,59750.0,0.0789473684210526,2021
48485,1588,221,469,125000.0,60000.0,0.139168765743073,2021
48487,69,14,23,107500.0,58000.0,0.2028985507246377,2021
48489,45,30,10,130000.0,63500.0,0.6666666666666666,2021
48491,14872,3171,3323,355000.0,123000.0,0.2132194728348574,2021
48493,869,246,159,300000.0,98500.0,0.2830840046029919,2021
48495,42,15,10,115000.0,93500.0,0.3571428571428571,2021
48497,1519,174,258,265000.0,90000.0,0.1145490454246214,2021
48499,637,40,139,190000.0,74500.0,0.0627943485086342,2021
48501,64,28,24,157500.0,67500.0,0.4375,2021
48503,148,12,29,155000.0,77500.0,0.081081081081081,2021
48505,34,31,12,125000.0,60500.0,0.9117647058823528,2021
48507,31,27,13,115000.0,55500.0,0.8709677419354839,2021
49001,82,8,40,217500.0,57500.0,0.0975609756097561,2021
49003,1054,60,299,325000.0,74000.0,0.0569259962049335,2021
49005,1872,146,558,325000.0,76000.0,0.0779914529914529,2021
49007,331,22,165,195000.0,60500.0,0.066465256797583,2021
49011,5801,550,1836,395000.0,88000.0,0.0948112394414756,2021
49013,313,14,147,220000.0,61500.0,0.0447284345047923,2021
49015,103,2,53,180000.0,59000.0,0.0194174757281553,2021
49017,56,1,26,235000.0,61750.0,0.0178571428571428,2021
49019,108,3,13,400000.0,101250.0,0.0277777777777777,2021
49021,1027,45,362,285000.0,68500.0,0.0438169425511197,2021
49023,195,5,67,335000.0,79750.0,0.0256410256410256,2021
49025,150,6,55,300000.0,80000.0,0.04,2021
49027,141,11,66,205000.0,60000.0,0.0780141843971631,2021
49029,163,4,35,430000.0,99000.0,0.0245398773006134,2021
49031,10,0,4,220000.0,70500.0,0.0,2021
49033,34,1,7,300000.0,83000.0,0.0294117647058823,2021
49035,17367,2879,5903,400000.0,88000.0,0.1657741694017389,2021
49037,100,10,46,175000.0,65000.0,0.1,2021
49039,334,16,132,265000.0,65000.0,0.0479041916167664,2021
49041,309,11,135,235000.0,62500.0,0.0355987055016181,2021
49043,813,45,138,685000.0,180000.0,0.055350553505535,2021
49045,1975,309,661,335000.0,71500.0,0.1564556962025316,2021
49047,756,58,424,230000.0,60000.0,0.0767195767195767,2021
49049,13039,1453,3399,387500.0,86750.0,0.111434925991257,2021
49051,729,33,107,550000.0,135000.0,0.0452674897119341,2021
49053,3784,224,833,335000.0,80000.0,0.0591966173361522,2021
49055,32,0,12,265000.0,65500.0,0.0,2021
49057,4845,607,2304,325000.0,70000.0,0.1252837977296181,2021
50001,368,2,107,260000.0,88000.0,0.0054347826086956,2021
50003,268,5,88,205000.0,90500.0,0.0186567164179104,2021
50005,305,11,103,187500.0,77250.0,0.0360655737704918,2021
50007,1872,58,548,312500.0,104500.0,0.0309829059829059,2021
50009,58,0,26,145000.0,67500.0,0.0,2021
50011,778,15,387,252500.0,75250.0,0.0192802056555269,2021
50013,113,1,41,295000.0,95500.0,0.0088495575221238,2021
50015,267,4,68,255000.0,87500.0,0.0149812734082397,2021
50017,275,8,91,212500.0,79000.0,0.029090909090909,2021
50019,302,6,147,180000.0,61750.0,0.0198675496688741,2021
50021,445,11,158,187500.0,71750.0,0.0247191011235955,2021
50023,748,10,242,255000.0,91500.0,0.0133689839572192,2021
50025,344,13,111,215000.0,81500.0,0.0377906976744186,2021
